1,2,3,4,5,6,7,8,9,10
202595_s_at,7,8,7,6,5,1,6,8,6,6
202596_at,6,8,7,6,10,4,6,10,6,4
202597_at,5,4,4,9,3,8,3,7,9,8
202598_at,3,7,1,2,7,10,8,2,1,5
202599_s_at,3,8,7,6,10,4,6,10,6,4
202600_s_at,7,6,2,7,7,1,10,2,7,5
202601_s_at,6,8,7,6,10,4,6,10,6,4
202602_s_at,6,8,7,6,10,4,6,10,3,4
202603_at,6,8,7,6,10,4,6,10,6,4
202604_x_at,7,8,7,6,5,1,6,8,6,4
202605_at,3,8,7,6,10,10,6,10,6,4
202606_s_at,7,1,2,8,5,1,1,8,8,6
202607_at,3,7,1,2,10,10,8,10,1,4
202608_s_at,3,7,1,2,10,10,8,10,1,5
202609_at,6,8,7,6,10,4,6,10,6,4
202610_s_at,7,6,2,7,7,1,10,2,7,5
202611_s_at,7,6,2,7,7,1,10,2,7,5
202612_s_at,6,8,7,10,10,4,6,10,3,4
202613_at,6,4,10,9,3,4,3,7,9,8
202614_at,5,1,4,8,5,8,1,8,8,6
202615_at,5,1,4,6,5,8,1,8,6,8
202616_s_at,6,8,7,6,10,4,6,10,6,4
202617_s_at,5,4,10,9,3,8,3,7,9,8
202618_s_at,6,8,10,10,10,4,6,10,3,4
202619_s_at,6,8,7,6,10,4,6,10,6,4
202620_s_at,5,4,4,9,3,8,3,7,9,8
202621_at,6,8,7,6,3,4,6,7,6,8
202622_s_at,5,1,4,8,5,8,1,8,8,6
202623_at,3,7,1,2,7,10,8,2,1,5
202624_s_at,6,8,7,6,10,4,6,10,6,4
202625_at,5,4,4,9,3,8,3,7,9,8
202626_s_at,7,6,2,7,7,1,10,2,7,5
202627_s_at,6,4,10,9,3,4,3,7,9,8
202628_s_at,3,6,1,2,7,10,10,2,1,5
202629_at,6,8,7,6,10,4,6,10,6,4
202630_at,6,8,7,6,10,4,6,10,3,4
202631_s_at,3,7,1,2,7,10,8,2,1,5
202632_at,6,8,7,6,10,4,6,10,6,4
202633_at,9,9,9,4,8,6,9,9,10,1
202634_at,7,1,2,8,5,1,1,8,8,6
202635_s_at,6,8,7,6,10,4,6,10,6,4
202636_at,7,6,2,7,7,1,10,2,7,5
202637_s_at,6,8,7,6,10,4,6,10,6,4
202638_s_at,7,8,7,6,5,1,6,8,6,6
202639_s_at,3,8,7,6,10,10,6,10,6,4
202640_s_at,6,8,7,6,10,4,6,10,6,4
202641_at,3,7,1,2,10,10,8,10,1,4
202642_s_at,6,8,7,6,5,4,6,8,6,4
202643_s_at,3,6,1,7,7,10,10,2,7,5
202644_s_at,6,8,7,6,10,4,6,10,6,4
202645_s_at,5,1,4,8,5,8,1,8,8,6
202646_s_at,6,4,10,9,3,4,3,7,9,8
202647_s_at,3,7,1,2,7,10,8,2,1,5
202648_at,4,5,5,10,10,9,2,10,3,7
202649_x_at,7,1,2,8,5,1,1,8,8,6
202650_s_at,6,4,10,9,3,4,3,7,9,8
202651_at,3,7,1,2,7,10,8,2,1,4
202652_at,3,7,1,2,7,10,8,2,1,5
202653_s_at,6,8,7,6,10,4,6,10,6,4
202654_x_at,6,8,7,6,10,4,6,10,6,4
202655_at,7,6,2,7,5,1,10,8,7,6
202656_s_at,7,8,7,6,5,1,6,8,6,6
202657_s_at,7,8,7,6,5,1,6,8,6,4
202658_at,3,7,7,2,7,10,8,2,1,4
202659_at,7,1,2,8,5,1,1,8,8,6
202660_at,3,8,7,6,7,10,6,2,6,4
202661_at,7,6,2,7,5,1,10,8,7,6
202662_s_at,9,7,5,2,8,6,8,9,1,1
202663_at,7,6,2,7,5,1,10,8,7,6
202664_at,7,6,2,7,7,1,10,2,7,5
202665_s_at,6,8,7,6,10,4,6,10,6,4
202666_s_at,5,4,4,9,3,8,3,7,9,8
202667_s_at,7,1,2,8,5,1,1,8,8,6
202668_at,4,5,10,10,10,9,2,10,3,7
202669_s_at,6,4,10,9,3,4,3,7,9,8
202670_at,6,8,7,6,5,4,6,8,6,4
202671_s_at,6,4,10,9,3,4,3,7,9,8
202672_s_at,3,7,1,2,7,10,8,2,1,5
202673_at,3,7,1,2,7,10,8,2,1,5
202674_s_at,3,8,7,6,7,10,6,2,6,4
202675_at,6,4,10,9,3,4,3,7,9,8
202676_x_at,5,8,4,6,3,8,6,7,6,8
202677_at,7,1,2,8,5,1,1,8,8,6
202678_at,6,8,10,6,10,4,6,10,6,4
202679_at,7,6,2,7,5,1,10,8,7,6
202680_at,3,8,7,6,10,10,6,10,6,4
202681_at,5,1,4,8,5,8,1,8,8,6
202682_s_at,3,8,7,6,7,10,6,2,6,4
202683_s_at,6,4,10,9,3,4,3,7,9,8
202684_s_at,6,4,10,9,3,4,3,7,9,8
202685_s_at,6,4,7,6,3,4,6,7,6,8
202686_s_at,3,7,1,2,10,10,8,10,1,4
202687_s_at,6,8,7,6,10,4,6,10,6,4
202688_at,7,1,7,8,5,1,1,8,8,6
202689_at,5,1,4,8,5,8,1,8,8,6
202690_s_at,7,1,7,8,5,1,1,8,8,6
202691_at,6,8,10,10,10,4,6,10,3,4
202692_s_at,7,1,2,8,5,1,1,8,8,6
202693_s_at,5,4,4,9,3,8,3,7,9,8
202694_at,3,8,7,6,7,10,6,2,6,4
202695_s_at,5,1,4,8,3,8,1,7,8,6
202696_at,6,8,7,6,5,4,6,8,6,4
202697_at,5,4,10,9,3,8,3,7,9,8
202698_x_at,5,1,4,8,5,8,1,8,8,6
202699_s_at,4,5,5,10,10,9,2,10,3,7
202700_s_at,7,6,2,7,7,1,10,2,7,5
202701_at,7,8,7,6,5,1,6,8,6,4
202702_at,7,1,7,8,5,1,1,8,8,6
202703_at,3,7,1,2,7,10,8,2,1,5
202704_at,3,7,1,2,10,10,8,10,1,5
202705_at,5,4,4,9,3,8,3,7,9,8
202706_s_at,3,7,1,2,7,10,8,10,1,4
202707_at,3,6,1,7,7,10,10,2,7,5
202708_s_at,6,4,10,9,3,4,3,7,9,8
202709_at,7,6,1,7,7,10,10,2,7,5
202710_at,4,5,5,10,10,9,2,10,3,7
202711_at,7,6,7,6,7,1,10,2,6,5
202712_s_at,7,6,2,7,5,1,10,8,7,6
202713_s_at,6,8,10,6,10,4,6,10,6,4
202714_s_at,3,7,1,2,7,10,8,2,1,5
202715_at,4,5,5,10,10,9,2,10,3,7
202716_at,7,6,2,7,7,1,10,2,7,5
202717_s_at,5,4,4,9,3,8,3,7,9,8
202718_at,6,5,10,10,10,4,2,10,3,7
202719_s_at,6,8,7,6,10,4,6,10,6,4
202720_at,3,8,7,6,10,10,6,10,6,4
202721_s_at,7,8,7,6,5,1,6,8,6,4
202722_s_at,3,7,1,2,7,10,8,2,1,5
202723_s_at,6,5,10,10,10,4,2,10,3,7
202724_s_at,7,6,2,7,5,1,10,8,7,6
202725_at,6,8,7,6,10,4,6,10,6,4
202726_at,6,8,7,6,10,4,6,10,6,4
202727_s_at,6,8,7,6,10,4,6,10,6,4
202728_s_at,6,8,7,6,10,4,6,10,6,4
202729_s_at,5,4,4,9,3,8,3,7,9,8
202730_s_at,7,1,4,8,5,1,1,8,8,6
202731_at,6,8,7,6,10,4,6,10,6,4
202732_at,7,6,2,7,5,1,10,8,7,6
202733_at,3,7,1,2,10,10,8,10,1,4
202734_at,7,1,2,8,5,1,1,8,8,6
202735_at,7,6,2,7,7,1,10,2,7,5
202736_s_at,6,8,7,6,10,4,6,10,6,4
202737_s_at,7,6,2,7,7,1,10,2,7,5
202738_s_at,7,1,2,8,5,1,1,8,8,6
202739_s_at,3,7,1,2,7,10,8,2,1,5
202740_at,6,8,7,6,3,4,6,7,6,4
202741_at,6,8,7,6,10,4,6,10,6,4
202742_s_at,6,8,7,6,5,4,6,8,6,4
202743_at,5,1,4,8,5,8,1,8,8,6
202744_at,3,7,1,2,10,10,8,10,1,4
202745_at,5,4,4,9,3,8,3,7,9,8
202746_at,7,6,2,7,7,1,10,2,7,5
202747_s_at,6,8,7,6,10,4,6,10,6,4
202748_at,3,7,1,2,7,10,8,2,1,5
202749_at,3,7,1,2,7,10,8,2,1,5
202750_s_at,3,7,1,2,7,10,8,2,1,5
202751_at,7,1,2,8,5,1,1,8,8,6
202752_x_at,6,8,7,10,10,4,6,10,3,4
202753_at,3,8,7,6,7,10,6,10,6,4
202754_at,7,6,2,7,7,1,10,2,7,5
202755_s_at,6,4,10,9,3,4,3,7,9,8
202756_s_at,7,6,2,7,7,1,10,2,7,5
202757_at,3,7,5,10,10,10,8,10,3,4
202758_s_at,7,6,2,7,7,1,10,2,7,5
202759_s_at,3,7,5,2,10,10,8,10,1,4
202760_s_at,7,6,2,7,7,1,10,2,7,5
202761_s_at,7,6,2,7,5,1,10,8,7,6
202762_at,4,5,5,10,10,9,2,10,3,7
202763_at,6,8,7,6,10,4,6,10,6,4
202764_at,7,6,2,7,5,1,10,8,7,6
202765_s_at,6,8,7,6,10,4,6,10,6,4
202766_s_at,3,7,1,2,7,10,8,2,1,5
202767_at,6,8,7,6,5,4,6,8,6,4
202768_at,3,7,1,2,7,10,8,2,1,5
202769_at,6,8,7,6,10,4,6,10,6,4
202770_s_at,7,6,2,7,5,1,10,8,7,6
202771_at,3,7,1,2,7,10,8,2,1,5
202772_at,4,5,5,10,10,9,2,10,3,7
202773_s_at,7,1,2,8,5,1,1,8,6,6
202774_s_at,5,4,4,9,3,8,3,7,9,8
202775_s_at,3,7,5,2,10,10,8,10,1,7
202776_at,5,4,4,6,3,8,6,7,6,8
202777_at,6,8,7,6,10,4,6,10,6,4
202778_s_at,6,8,7,6,10,4,6,10,6,4
202779_s_at,6,8,7,6,5,4,6,8,6,4
202780_at,6,4,10,9,3,4,3,7,9,8
202781_s_at,3,7,1,2,7,10,8,2,1,5
202782_s_at,7,1,2,8,5,1,1,8,8,6
202783_at,7,6,2,7,5,1,10,8,7,6
202784_s_at,3,7,1,2,10,10,8,10,1,5
202785_at,5,1,4,8,5,8,1,8,8,6
202786_at,5,4,4,9,3,8,3,7,9,8
202787_s_at,5,4,10,9,3,8,3,7,9,8
202788_at,5,1,4,8,5,8,1,8,8,6
202789_at,6,8,7,6,10,4,6,10,6,4
202790_at,6,8,7,6,10,4,6,10,6,4
202791_s_at,7,1,7,6,5,1,1,8,6,6
202792_s_at,3,8,7,6,10,10,6,10,6,4
202793_at,4,5,5,10,10,9,2,10,3,7
202794_at,4,5,5,10,2,9,2,3,3,7
202795_x_at,6,8,7,6,10,4,6,10,6,4
202796_at,6,5,5,10,10,4,2,10,3,7
202797_at,7,6,2,7,5,1,10,8,7,6
202798_at,5,4,4,9,3,8,3,7,9,8
202799_at,6,4,10,9,3,4,3,7,9,8
202800_at,6,8,7,6,3,4,6,7,6,4
202801_at,3,7,1,2,10,10,8,10,1,4
202802_at,3,7,1,2,7,10,8,2,1,4
202803_s_at,6,4,10,9,3,4,3,7,9,8
202804_at,6,8,7,6,10,4,6,10,6,4
202805_s_at,7,1,4,8,5,1,1,8,8,6
202806_at,7,1,2,8,5,1,1,8,8,6
202807_s_at,5,4,4,9,3,8,3,7,9,8
202808_at,6,8,10,10,10,4,6,10,3,4
202809_s_at,6,8,10,6,10,4,6,10,6,4
202810_at,7,6,2,7,5,1,10,8,7,6
202811_at,7,8,7,6,5,1,6,8,6,6
202812_at,6,8,7,6,10,4,6,10,6,4
202813_at,5,4,10,9,3,8,3,7,9,8
202814_s_at,9,7,1,2,8,6,8,9,1,1
202815_s_at,5,1,4,8,5,8,1,8,8,6
202816_s_at,7,8,7,6,5,1,6,8,6,4
202817_s_at,6,8,7,6,10,4,6,10,6,4
202818_s_at,3,8,7,6,7,10,6,2,6,4
202819_s_at,3,7,1,2,7,10,8,2,1,5
202820_at,5,4,4,9,3,8,3,7,9,8
202821_s_at,3,8,7,6,10,10,6,10,6,4
202822_at,7,8,7,6,5,1,6,8,6,4
202823_at,7,6,2,7,5,1,10,8,7,6
202824_s_at,6,8,7,6,10,4,6,10,6,4
202825_at,5,1,4,8,5,8,1,8,8,6
202826_at,3,7,1,2,7,10,8,2,1,5
202827_s_at,3,7,1,2,7,10,8,2,1,5
202828_s_at,3,7,1,2,7,10,8,2,1,5
202829_s_at,6,8,7,6,10,4,6,10,6,4
202830_s_at,4,5,5,10,10,9,2,10,3,7
202831_at,3,6,1,7,7,10,10,2,7,5
202832_at,5,1,4,8,5,8,1,8,8,6
202833_s_at,6,8,10,10,10,4,6,10,3,4
202834_at,5,1,4,8,5,8,1,8,8,6
202835_at,5,4,4,9,3,8,3,7,9,8
202836_s_at,6,8,10,6,10,4,6,10,6,4
202837_at,6,5,10,10,10,4,2,10,3,7
202838_at,7,1,2,8,5,1,1,8,8,6
202839_s_at,6,8,7,6,3,4,6,7,6,8
202840_at,3,8,7,6,10,10,6,10,6,4
202841_x_at,6,8,7,6,5,4,6,8,6,4
202842_s_at,4,5,5,10,10,9,2,10,3,7
202843_at,3,7,1,2,7,10,8,2,1,5
202844_s_at,7,6,2,7,7,1,10,2,7,5
202845_s_at,3,7,1,2,7,10,8,2,1,5
202846_s_at,6,8,7,6,10,4,6,10,6,4
202847_at,6,8,10,6,10,4,6,10,6,4
202848_s_at,3,7,1,2,7,10,8,2,1,5
202849_x_at,3,8,7,6,10,10,6,10,6,4
202850_at,5,1,4,8,5,8,1,8,8,6
202851_at,7,1,4,8,5,1,1,8,8,6
202852_s_at,3,6,1,7,7,10,10,2,7,5
202853_s_at,3,7,1,2,7,10,8,2,1,5
202854_at,5,4,10,9,3,8,3,7,9,8
202855_s_at,3,7,7,2,10,10,8,10,1,4
202856_s_at,6,8,7,6,10,4,6,10,6,4
202857_at,6,8,7,6,3,4,6,7,6,4
202858_at,4,5,5,10,10,9,2,10,3,7
202859_x_at,7,1,2,8,5,1,1,8,8,6
202860_at,3,7,1,2,7,10,8,2,1,5
202861_at,6,8,7,6,10,4,6,10,6,4
202862_at,6,8,7,10,10,4,6,10,3,4
202863_at,5,1,4,8,5,8,1,8,8,6
202864_s_at,5,4,4,9,3,8,3,7,9,8
202865_at,5,1,4,8,5,8,1,8,8,6
202866_at,6,4,10,9,3,4,3,7,9,8
202867_s_at,3,7,1,2,10,10,8,10,1,4
202868_s_at,6,4,10,9,3,4,3,7,9,8
202869_at,4,5,5,10,10,9,2,10,3,7
202870_s_at,3,7,7,2,10,10,8,10,1,4
202871_at,6,8,7,6,10,4,6,10,6,4
202872_at,7,6,2,7,5,1,10,2,7,6
202873_at,3,6,1,7,7,10,10,2,1,5
202874_s_at,3,7,1,2,7,10,8,2,1,5
202875_s_at,6,4,10,9,3,4,3,7,9,8
202876_s_at,5,4,4,9,3,8,3,7,9,8
202877_s_at,7,1,2,8,5,1,1,8,7,6
202878_s_at,3,8,7,6,10,10,6,10,6,4
202879_s_at,6,8,7,6,10,4,6,10,6,4
202880_s_at,7,6,2,7,7,1,10,2,7,5
202881_x_at,6,8,7,6,3,4,6,7,6,8
202882_x_at,3,7,1,2,7,10,8,2,1,5
202883_s_at,7,6,2,7,5,1,10,8,7,6
202884_s_at,3,7,1,2,7,10,8,2,1,4
202885_s_at,5,4,4,6,3,8,3,7,6,8
202886_s_at,7,8,7,6,5,1,6,8,6,6
202887_s_at,6,4,10,9,3,4,3,7,9,8
202888_s_at,7,8,7,6,5,1,6,8,6,4
202889_x_at,5,4,4,9,3,8,3,7,9,8
202890_at,6,4,10,9,3,4,3,7,9,8
202891_at,7,6,2,6,5,1,10,8,6,6
202892_at,7,6,2,7,5,1,10,8,7,6
202893_at,6,8,7,6,10,4,6,10,6,4
202894_at,7,1,2,8,5,1,10,8,7,6
202895_s_at,3,7,1,2,10,10,8,10,1,4
202896_s_at,3,7,1,2,7,10,8,2,1,5
202897_at,5,1,4,8,5,8,1,8,8,6
202898_at,5,4,4,9,3,8,3,7,9,8
202899_s_at,6,8,7,6,10,4,6,10,6,4
2028_s_at,3,6,1,7,7,10,10,2,1,5
202900_s_at,7,6,2,7,7,1,10,2,7,5
202901_x_at,6,8,7,6,10,4,6,10,6,4
202902_s_at,3,8,7,6,7,10,6,2,6,4
202903_at,6,8,7,6,10,4,6,10,6,4
202904_s_at,4,5,5,10,10,9,2,10,3,7
202905_x_at,6,8,10,6,10,4,6,10,6,4
202906_s_at,7,6,2,7,7,1,10,2,7,5
202907_s_at,5,1,4,8,5,8,1,8,8,6
202908_at,7,8,7,6,7,1,6,2,6,4
202909_at,6,4,10,10,10,4,3,10,9,8
202910_s_at,6,4,7,9,3,4,3,7,9,8
202911_at,4,5,5,10,2,9,2,3,3,7
202912_at,3,7,5,2,10,10,8,10,1,4
202913_at,5,1,4,6,3,8,1,7,8,8
202914_s_at,4,5,5,10,10,9,2,10,3,7
202915_s_at,3,8,7,2,10,10,6,10,1,4
202916_s_at,6,4,10,9,3,4,3,7,9,8
202917_s_at,5,1,4,8,5,8,1,8,8,6
202918_s_at,7,6,2,7,7,1,10,2,7,5
202919_at,3,7,1,2,7,10,8,2,1,5
202920_at,7,6,2,7,7,1,10,2,7,5
202921_s_at,5,1,4,8,5,8,1,8,8,6
202922_at,6,4,10,9,3,4,3,7,9,8
202923_s_at,5,4,4,9,3,8,3,7,9,8
202924_s_at,7,8,7,6,5,1,6,8,6,4
202925_s_at,4,5,10,10,10,9,2,10,3,7
202926_at,4,5,10,10,10,9,2,10,3,7
202927_at,6,5,10,10,10,4,2,10,3,7
202928_s_at,3,6,1,7,7,10,10,2,7,5
202929_s_at,6,8,7,6,10,4,6,10,6,4
202930_s_at,6,8,7,6,10,4,6,10,6,4
202931_x_at,4,5,10,10,10,9,2,10,3,7
202932_at,6,8,7,6,10,4,6,10,6,4
202933_s_at,4,7,5,2,10,9,8,10,3,7
202934_at,3,7,1,2,10,10,8,10,1,4
202935_s_at,7,8,7,6,7,1,6,2,6,4
202936_s_at,5,1,4,8,5,8,1,8,8,6
202937_x_at,6,8,5,10,10,4,6,10,3,4
202938_x_at,5,4,10,9,3,8,3,7,9,8
202939_at,4,5,5,10,2,9,2,3,3,7
202940_at,7,1,2,8,5,1,1,8,8,6
202941_at,7,1,2,8,5,1,1,8,8,6
202942_at,6,8,7,6,10,4,6,10,6,4
202943_s_at,5,4,4,9,3,8,3,7,9,8
202944_at,7,6,2,7,5,1,10,8,7,6
202945_at,5,1,4,6,5,8,1,8,6,6
202946_s_at,6,4,10,9,3,4,3,7,9,8
202947_s_at,7,6,2,7,7,1,10,2,7,5
202948_at,6,8,7,6,10,4,6,10,6,4
202949_s_at,7,6,2,7,5,1,10,8,7,6
202950_at,6,8,7,6,10,4,6,10,6,4
202951_at,4,5,5,10,10,9,2,10,3,7
202952_s_at,5,1,4,8,3,8,1,7,8,8
202953_at,5,1,4,8,5,8,1,8,8,6
202954_at,3,7,1,2,7,10,8,2,1,5
202955_s_at,3,7,1,2,10,10,8,10,1,4
202956_at,3,6,1,7,7,10,10,2,1,5
202957_at,6,4,10,9,3,4,3,7,9,8
202958_at,3,7,7,2,10,10,8,10,1,4
202959_at,7,6,2,7,7,1,10,2,7,5
202960_s_at,4,5,5,10,2,9,2,3,3,7
202961_s_at,6,8,7,6,10,4,6,10,6,4
202962_at,7,1,2,8,5,1,1,8,8,6
202963_at,3,7,1,2,10,10,8,10,1,4
202964_s_at,7,1,2,8,5,1,1,8,6,6
202965_s_at,7,6,2,7,5,1,10,8,7,6
202966_at,6,8,7,6,10,4,6,10,6,4
202967_at,7,6,2,7,5,1,10,8,7,6
202968_s_at,7,1,2,8,5,1,1,8,8,6
202969_at,6,4,7,9,3,4,3,7,9,8
202970_at,3,7,5,2,10,10,8,10,1,4
202971_s_at,7,6,2,7,5,1,10,8,7,6
202972_s_at,5,1,4,8,5,8,1,8,8,6
202973_x_at,7,6,2,7,7,1,10,2,7,5
202974_at,7,1,7,6,5,1,1,8,6,6
202975_s_at,7,6,7,6,7,1,10,2,6,5
202976_s_at,3,7,1,2,7,10,8,2,1,5
202977_s_at,6,8,7,6,3,4,6,7,6,4
202978_s_at,6,4,10,9,3,4,3,7,9,8
202979_s_at,5,4,4,9,3,8,3,7,9,8
202980_s_at,7,1,2,6,5,1,1,8,6,6
202981_x_at,6,8,10,10,10,4,6,10,3,4
202982_s_at,6,8,10,6,10,4,6,10,6,4
202983_at,7,1,2,8,5,1,1,8,8,6
202984_s_at,7,1,4,8,5,1,1,8,8,6
202985_s_at,3,7,1,2,7,10,8,2,1,5
202986_at,6,8,10,10,10,4,6,10,3,4
202987_at,6,8,10,6,10,4,6,10,6,4
202988_s_at,3,7,1,2,7,10,8,2,1,5
202989_at,3,8,7,2,10,4,6,10,3,4
202990_at,6,8,7,6,10,4,6,10,6,4
202991_at,7,1,2,8,5,1,1,8,8,6
202992_at,6,8,7,6,3,4,6,7,6,8
202993_at,5,4,10,9,3,8,3,7,9,8
202994_s_at,7,6,2,7,7,1,10,2,7,5
202995_s_at,3,7,1,2,7,10,8,2,1,5
202996_at,7,1,7,6,5,1,1,8,6,6
202997_s_at,7,6,2,7,7,1,10,2,7,5
202998_s_at,7,8,7,6,5,1,6,8,6,6
202999_s_at,4,5,5,10,2,9,2,3,3,7
203000_at,3,6,1,7,7,10,10,2,1,5
203001_s_at,7,1,2,8,5,1,1,8,7,6
203002_at,6,8,7,6,3,4,6,7,6,4
203003_at,6,8,7,6,5,4,6,8,6,4
203004_s_at,3,7,1,2,7,10,8,2,1,5
203005_at,6,8,7,6,10,4,6,10,6,4
203006_at,7,6,2,7,5,1,10,8,7,6
203007_x_at,3,7,5,2,10,10,8,10,3,7
203008_x_at,4,9,9,4,2,9,9,3,10,1
203009_at,5,4,4,9,3,8,3,7,9,8
203010_at,6,4,10,9,3,4,3,7,9,8
203011_at,7,6,2,7,7,1,10,2,7,5
203012_x_at,3,7,1,2,7,10,8,2,1,5
203013_at,6,8,7,6,10,4,6,10,6,4
203014_x_at,7,1,7,6,5,1,1,8,6,6
203015_s_at,6,4,10,9,3,4,3,7,9,8
203016_s_at,6,8,7,6,3,4,6,7,6,8
203017_s_at,6,8,7,6,5,4,6,8,6,4
203018_s_at,7,6,2,6,5,1,10,8,6,6
203019_x_at,5,1,4,8,3,8,1,7,8,8
203020_at,3,7,5,2,10,10,8,10,1,4
203021_at,7,8,7,6,5,1,6,8,6,4
203022_at,4,5,5,10,10,9,2,10,3,7
203023_at,6,4,10,9,3,4,3,7,9,8
203024_s_at,5,4,4,9,3,8,3,7,9,8
203025_at,5,1,4,8,5,8,1,8,8,6
203026_at,3,7,1,2,10,10,8,10,1,5
203027_s_at,5,1,4,8,5,8,1,8,8,6
203028_s_at,4,5,5,10,10,9,2,10,3,7
203029_s_at,6,8,7,6,10,4,6,10,6,4
203030_s_at,6,8,10,10,10,4,6,10,3,4
203031_s_at,6,8,7,6,3,4,6,7,6,8
203032_s_at,5,1,4,8,5,8,1,8,8,6
203033_x_at,3,7,1,2,7,10,8,2,1,5
203034_s_at,4,5,5,10,10,9,2,10,3,7
203035_s_at,5,1,4,8,3,8,1,7,8,8
203036_s_at,6,8,10,10,10,4,6,10,3,4
203037_s_at,3,7,1,2,7,10,8,2,1,4
203038_at,7,1,2,8,5,1,1,8,8,6
203039_s_at,5,1,4,8,5,8,1,8,8,8
203040_s_at,6,4,10,9,3,4,3,7,9,8
203041_s_at,7,1,2,8,5,1,1,8,6,6
203042_at,7,6,2,7,7,1,10,2,7,5
203043_at,5,8,7,6,5,8,6,8,6,6
203044_at,5,1,4,8,3,8,1,7,8,8
203045_at,7,8,7,6,7,1,6,8,6,4
203046_s_at,7,6,2,7,7,1,10,2,7,5
203047_at,3,7,1,2,7,10,8,2,1,5
203048_s_at,7,1,2,8,5,1,1,8,8,6
203049_s_at,4,7,5,2,10,9,8,10,1,7
203050_at,7,6,2,7,5,1,10,8,7,6
203051_at,7,1,2,8,5,1,1,8,8,6
203052_at,7,8,7,6,5,1,6,8,6,6
203053_at,6,8,7,6,10,4,6,10,6,4
203054_s_at,3,7,1,2,10,10,8,10,1,4
203055_s_at,3,7,1,2,10,10,8,10,1,4
203056_s_at,7,8,7,6,7,1,6,2,6,4
203057_s_at,3,7,7,2,7,10,8,2,1,4
203058_s_at,6,8,7,6,10,4,6,10,6,4
203059_s_at,6,8,7,6,10,4,6,10,6,4
203060_s_at,7,6,2,7,7,1,10,2,7,5
203061_s_at,5,1,4,8,5,8,1,8,8,6
203062_s_at,3,7,1,2,7,10,8,2,1,4
203063_at,3,7,1,2,7,10,8,2,1,5
203064_s_at,4,5,5,10,10,9,2,10,3,7
203065_s_at,3,7,1,2,7,10,8,2,1,5
203066_at,6,8,7,6,10,4,6,10,6,4
203067_at,7,6,2,7,5,1,10,8,7,6
203068_at,7,1,2,8,5,1,1,8,8,6
203069_at,6,8,7,6,3,4,6,7,6,4
203070_at,3,7,1,2,7,10,8,2,1,5
203071_at,7,1,7,6,5,1,1,8,6,6
203072_at,9,9,9,4,8,6,9,9,10,1
203073_at,2,10,8,3,9,7,5,6,4,10
203074_at,1,3,3,5,6,5,4,5,5,2
203075_at,10,2,6,1,4,2,7,1,2,9
203076_s_at,2,10,6,1,9,7,7,6,2,10
203077_s_at,4,5,5,10,2,9,2,3,3,7
203078_at,10,2,6,1,4,2,7,1,2,9
203079_s_at,1,9,9,4,6,5,9,5,10,2
203080_s_at,1,3,3,5,6,5,4,5,5,2
203081_at,8,10,8,3,1,3,5,4,4,10
203082_at,1,9,3,4,2,5,4,3,10,2
203083_at,2,10,6,1,6,7,7,5,2,10
203084_at,8,3,3,5,2,5,4,3,5,3
203085_s_at,1,3,3,5,6,5,4,5,5,2
203086_at,2,10,8,3,9,7,5,6,4,10
203087_s_at,2,10,8,3,1,7,5,4,4,10
203088_at,9,9,9,4,8,6,9,9,10,1
203089_s_at,1,3,3,5,2,5,4,3,5,2
203090_at,1,9,9,4,8,5,9,9,10,2
203091_at,10,2,6,1,4,2,7,1,2,9
203092_at,9,9,9,4,8,6,9,9,10,1
203093_s_at,1,3,3,5,6,5,4,5,5,2
203094_at,10,2,6,1,6,2,7,5,2,9
203095_at,10,2,6,1,4,2,7,1,2,9
203096_s_at,9,9,9,4,8,6,9,9,10,1
203097_s_at,1,3,3,5,6,5,4,5,5,2
203098_at,10,2,6,1,4,2,7,1,2,9
203099_s_at,10,2,6,1,4,2,7,1,2,9
203100_s_at,1,3,3,5,6,5,4,5,5,2
203101_s_at,9,9,9,4,8,6,9,9,10,1
203102_s_at,10,2,6,1,4,2,7,1,2,9
203103_s_at,8,3,3,5,1,3,4,4,5,3
203104_at,10,2,6,1,4,2,7,1,2,9
203105_s_at,8,3,3,5,1,3,4,4,5,3
203106_s_at,8,3,3,5,1,3,4,4,5,3
203107_x_at,1,3,3,5,6,5,4,5,5,2
203108_at,8,3,3,5,1,3,4,4,5,3
203109_at,8,10,8,3,1,3,5,4,4,3
203110_at,4,5,5,10,2,9,2,3,3,7
203111_s_at,2,10,8,3,9,7,5,6,4,10
203112_s_at,8,3,3,5,1,3,4,4,5,3
203113_s_at,2,10,8,3,9,7,5,6,4,10
203114_at,1,3,3,5,2,5,4,5,5,2
203115_at,1,3,3,5,2,5,4,3,5,2
203116_s_at,1,3,3,5,6,5,4,5,5,2
203117_s_at,10,2,6,1,4,2,7,1,2,9
203118_at,10,2,6,1,4,2,7,1,2,9
203119_at,1,3,3,5,6,5,4,5,5,2
203120_at,4,5,5,10,2,9,2,3,3,7
203122_at,1,9,9,4,6,5,9,5,10,2
203123_s_at,8,3,3,5,2,3,4,3,5,3
203124_s_at,1,9,3,5,2,5,4,3,5,2
203125_x_at,4,3,3,5,2,9,4,3,5,3
203126_at,2,10,8,3,9,7,5,6,4,10
203127_s_at,10,2,6,1,4,2,7,1,2,9
203128_at,1,9,9,4,6,5,9,5,10,2
203129_s_at,1,2,6,1,6,5,7,5,2,2
203130_s_at,2,10,8,3,9,7,5,6,4,10
